Temperature (C),Humidity,Pressure (millibars)
16.06666667,0.72,1018.64
15.97222222,0.81,1018.83
16.00555556,0.81,1018.88
17.12777778,0.72,1019.03
18.65555556,0.69,1018.83
20.64444444,0.66,1018.96
22.47222222,0.63,1018.08
22.12222222,0.64,1017.83
24.15,0.6,1017.42
24.90555556,0.58,1017.02
24.90555556,0.62,1016.34
25.02222222,0.61,1016.24
22.70555556,0.71,1016.32
22.03333333,0.74,1016.5
20.11666667,0.84,1016.1
18.81666667,0.93,1017.27
19.32777778,0.9,1017.2
19.07222222,0.92,1017.9
7.661111111,0.87,1011.65
7.155555556,0.86,1011.75
7.111111111,0.86,1011.94
6.583333333,0.89,1011.84
5.538888889,0.96,1012.23
5.066666667,0.94,1012.56
6.205555556,0.93,1012.55
7.622222222,0.89,1012.86
9.566666667,0.84,1013.5
11.99444444,0.73,1013.78
12.66111111,0.64,1014.08
14.55,0.52,1014.18
15.88333333,0.42,1013.97
15.88888889,0.45,1013.69
15.98888889,0.41,1013.68
15.91111111,0.42,1013.26
15.86111111,0.4,1013.24
14.73333333,0.45,1013.09
13.73333333,0.56,1012.93
12.66666667,0.64,1012.74
11.19444444,0.76,1013.15
10.05,0.86,1013.64
9.933333333,0.93,1014.32
9.338888889,0.93,1014.51
8.866666667,0.96,1014.8
8.866666667,0.96,1014.51
8.827777778,0.96,1014.6
8.816666667,0.96,1014.23
8.744444444,0.96,1014.34
8.705555556,0.97,1014.67
7.633333333,1,1014.75
7.055555556,1,1015.24
7.783333333,0.99,1015.69
9.883333333,0.84,1015.94
12.15555556,0.72,1016.04
12.76111111,0.63,1016.2
13.88888889,0.48,1015.95
15,0.51,1015.72
15.01666667,0.49,1015.41
15.04444444,0.42,1015.13
14.97222222,0.47,1015.02
14.06666667,0.49,1015.19
11.11111111,0.66,1015.11
8.816666667,0.83,1015.6
7.866666667,0.83,1015.86
6.15,0.93,1016.1
6.705555556,0.93,1016.2
6.322222222,0.96,1016.31
6.155555556,0.93,1016.01
5.644444444,0.96,1015.89
5.955555556,0.94,1015.64
6.227777778,0.93,1015.11
6.688888889,0.89,1014.9
6.788888889,0.96,1014.65
7.777777778,0.89,1014.42
7.666666667,0.96,1014.71
8.572222222,0.94,1014.86
9.977777778,0.92,1014.91
12.26666667,0.79,1014.9
13.85,0.67,1014.92
15.04444444,0.59,1014.92
16.17777778,0.55,1014.42
16.19444444,0.48,1014.05
17.15,0.44,1013.32
16.03888889,0.48,1013.03
15.90555556,0.49,1012.95
14.86111111,0.6,1013.05
13.79444444,0.6,1013.25
12.93888889,0.67,1013.14
12.73333333,0.64,1012.97
12.68888889,0.67,1013.55
11.66111111,0.75,1013.76
11.08888889,0.83,1014.05
10.55555556,0.86,1014.26
10.11666667,0.93,1014.54
9.977777778,0.95,1014.53
9.466666667,0.95,1014.54
9.566666667,0.96,1014.65
9.883333333,0.93,1015.25
9.855555556,0.93,1015.37
10.06666667,0.93,1015.88
11.13888889,0.85,1016.53
11.23333333,0.85,1016.65
12.47222222,0.78,1016.93
15.00555556,0.67,1016.73
16.09444444,0.58,1016.13
17.07222222,0.53,1015.78
17.73333333,0.51,1015.32
17.71111111,0.51,1015
16.06111111,0.59,1014.71
13.86666667,0.72,1014.6
12.21666667,0.8,1014.87
12.27222222,0.82,1014.27
11.22777778,0.86,1014.39
11.22777778,0.92,1014.1
10.94444444,0.95,1014.06
10.67222222,0.95,1013
10.6,0.99,1012.58
11.64444444,0.96,1012.12
11.57777778,0.96,1011.51
12.12777778,0.96,1010.9
12.07777778,0.96,1010.38
12.15,1,1010.14
12.15,1,1010.04
12.11111111,1,1010.39
12.73333333,0.96,1010.42
13.77222222,0.91,1010.43
13.69444444,0.91,1010.59
14.32777778,0.88,1010.53
13.83888889,0.9,1010.51
13.95555556,0.93,1010.09
13.91111111,0.93,1009.89
13.96111111,0.92,1009.69
13.98888889,0.93,1009.94
13.91111111,0.93,1010.18
13.88888889,0.93,1010.19
13.88888889,0.93,1010.14
13.86666667,0.93,1010.28
13.86666667,0.93,1010.58
13.82222222,0.94,1010.85
13.86666667,0.96,1010.68
13.86666667,0.96,1010.29
13.74444444,0.96,1010.05
13.84444444,0.96,1009.48
13.84444444,0.96,1009.38
13.11111111,1,1009.26
12.82777778,0.96,1009.27
12.33888889,1,1008.79
12.16111111,1,1009.32
12.82777778,0.96,1009.47
13.84444444,0.93,1009.48
16.51666667,0.84,1009.52
18.59444444,0.79,1009.02
19.8,0.73,1008.71
20.87222222,0.72,1008.5
22,0.64,1008.09
22.06666667,0.6,1007.71
21.06666667,0.67,1007.87
17.77777778,0.84,1008.07
17.62222222,0.85,1008.4
16.92222222,0.88,1009.2
16,0.93,1009.68
16.05,0.9,1009.69
15.37777778,0.91,1009.93
14.42222222,0.93,1010.37
13.98333333,0.96,1010.36
13.87222222,0.95,1010.42
14.35555556,0.93,1010.05
14.33333333,0.91,1009.29
14.21111111,0.91,1009.15
14.81666667,0.88,1008.7
14.88333333,0.88,1008.26
14.86111111,0.89,1007.88
16,0.87,1007.52
17.50555556,0.85,1007.82
17.49444444,0.86,1007.9
17.63888889,0.85,1007.68
18.77222222,0.79,1007.12
20.72222222,0.7,1006.95
20.72777778,0.74,1007.44
18.53333333,0.7,1008.44
15.59444444,0.8,1008.96
12.55,0.9,1010.94
12.01666667,0.86,1012.59
11.02777778,0.87,1013.5
10.88333333,0.81,1014.71
9.822222222,0.86,1015.7
8.361111111,0.9,1017.1
7.138888889,0.93,1017.91
7.716666667,0.93,1018.47
6.844444444,0.96,1018.73
6.738888889,0.96,1018.79
7.177777778,0.96,1019.39
7.661111111,0.96,1020.12
7.644444444,0.96,1020.4
7.622222222,0.9,1020.9
8.433333333,0.9,1021.54
10.91111111,0.78,1021.91
12.68888889,0.7,1022.49
13.6,0.7,1023.04
16.03888889,0.62,1023.29
16.13333333,0.62,1022.99
17.18888889,0.58,1023.11
17.8,0.56,1022.96
17.8,0.56,1022.77
17.28888889,0.57,1022.71
13.93333333,0.72,1022.87
12.71111111,0.77,1022.99
12.23888889,0.81,1023.22
11.06111111,0.86,1023.69
10.71666667,0.88,1024.06
10.57222222,0.92,1024.1
10.55555556,0.93,1023.89
9.488888889,0.96,1024.08
9.3,0.94,1024.36
8.872222222,0.96,1024.2
8.361111111,0.96,1024.37
8.183333333,0.96,1024.3
7.711111111,0.96,1024.18
7.738888889,0.9,1023.99
8.644444444,0.9,1024.5
11.04444444,0.81,1024.69
13.88888889,0.72,1024.6
16.88888889,0.56,1024.71
18.86111111,0.41,1024.49
19.97222222,0.36,1023.69
21.02777778,0.32,1022.99
22.12777778,0.31,1022.37
21.10555556,0.31,1021.69
20.01666667,0.39,1021.62
17.10555556,0.49,1021.58
14.88333333,0.61,1021.7
12.98333333,0.7,1022.04
12.61111111,0.72,1022.1
12.61111111,0.72,1022.3
10.98888889,0.78,1022.39
10.34444444,0.8,1022.6
9.838888889,0.83,1022.5
9.694444444,0.84,1022.45
8.238888889,0.89,1022.6
8.172222222,0.93,1022.31
8.522222222,0.9,1022.33
8.611111111,0.9,1022.31
8.638888889,0.9,1022.21
10.38333333,0.81,1022.45
13.61666667,0.69,1022.64
16.94444444,0.59,1022.72
18.44444444,0.54,1022.55
19.90555556,0.54,1022.31
22.10555556,0.49,1021.61
23.8,0.4,1021.17
24.83888889,0.37,1020.61
24.88333333,0.39,1020.2
22.92222222,0.48,1019.91
17.7,0.7,1020.1
14.88333333,0.79,1020.31
13.85555556,0.84,1020.53
11.13333333,0.87,1020.52
10.97222222,0.96,1020.71
11.81111111,0.91,1020.59
19.28333333,0.93,1017.51
19.18888889,0.91,1016.99
19.80555556,0.83,1016.79
21.25,0.71,1016.43
20.21111111,0.73,1015.56
19.62222222,0.76,1015.19
18.67777778,0.85,1015.61
17.73333333,0.97,1017.26
17.83333333,0.96,1017.02
18.77222222,0.94,1016.09
19.83888889,0.88,1016.15
21.15,0.86,1016.34
22.75555556,0.83,1016.3
23.79444444,0.74,1015.22
23.90555556,0.68,1014.49
23.68888889,0.67,1014
23.66666667,0.7,1013.8
19.00555556,0.85,1013.77
17.08333333,0.94,1014.65
16.08888889,1,1014.65
16.10555556,0.99,1015.19
15.02777778,1,1015.36
15.02777778,1,1015.87
15.02777778,0.97,1016.14
12.33888889,0.87,1020.42
10.27777778,0.9,1020.52
10.21111111,0.9,1020.48
9.7,0.9,1020.33
8.7,0.96,1019.94
7.7,0.96,1020.06
7.755555556,1,1019.91
7.661111111,1,1019.8
10.47777778,0.88,1020
13.55,0.79,1020.33
15.92777778,0.68,1020.61
17.77777778,0.65,1020.58
20.99444444,0.54,1020.4
22.72777778,0.48,1019.73
23.82777778,0.44,1019.34
24.88333333,0.39,1019.1
24.88333333,0.39,1018.72
22.78888889,0.49,1018.67
17.21666667,0.68,1019.02
14.88333333,0.79,1019.52
12.96666667,0.89,1019.63
14.56111111,0.74,1019.92
14.51666667,0.72,1019.93
13.39444444,0.75,1020.37
11.93888889,0.76,1020.5
13.44444444,0.74,1020.71
12.45555556,0.76,1020.88
12.38333333,0.79,1020.72
11.45555556,0.81,1021
11.56666667,0.81,1021.14
10.86111111,0.81,1021.09
10.86111111,0.78,1021.2
10.81666667,0.82,1021.72
12.71111111,0.78,1021.89
16.03888889,0.67,1022.09
17.74444444,0.6,1021.9
18.93333333,0.56,1021.49
20.04444444,0.52,1021.17
22.03888889,0.45,1020.57
22.19444444,0.43,1020.2
21.15555556,0.46,1020.01
19.92777778,0.48,1019.95
15.01666667,0.72,1020.21
12.73333333,0.83,1020.81
12.09444444,0.87,1021.04
10,0.87,1021.32
9.372222222,0.93,1021.82
9.394444444,0.93,1021.93
7.8,0.96,1022.11
7.75,1,1021.93
7.127777778,0.96,1022.12
6.088888889,0.96,1022.13
4.927777778,1,1022.13
5.055555556,0.96,1022.35
4.927777778,1,1022.54
3.866666667,1,1022.82
7.022222222,0.99,1023.01
10.88888889,0.94,1023.12
14.92777778,0.78,1022.83
17.48333333,0.6,1022.74
19.81666667,0.53,1022.44
19.92777778,0.53,1021.92
19.97222222,0.52,1021.43
21.06111111,0.46,1021.22
20.04444444,0.49,1020.93
18.92777778,0.54,1020.84
14.97222222,0.68,1021.03
12.66111111,0.84,1021.44
11.11666667,0.86,1021.7
8.866666667,0.93,1021.84
8.822222222,0.93,1022.34
9.455555556,0.96,1022.33
8.177777778,0.96,1022.37
7.066666667,1,1022.55
6.905555556,0.99,1022.63
5.972222222,1,1022.45
3.866666667,1,1022.45
4.766666667,1,1022.29
3.866666667,1,1022.36
4.961111111,1,1022.36
6.127777778,1,1022.77
8.688888889,1,1023.05
11.08333333,0.94,1023.05
13.67222222,0.84,1023.25
15.09444444,0.78,1023.22
17.26666667,0.67,1022.64
17.94444444,0.63,1022.27
18.88888889,0.61,1021.74
18.83888889,0.56,1021.53
17.35555556,0.62,1021.4
12.84444444,0.83,1021.53
11.06111111,0.93,1021.83
10.21111111,0.93,1021.97
7.777777778,1,1022.13
8.244444444,0.96,1022.25
7.461111111,0.99,1022
7.133333333,1,1021.97
7.616666667,1,1022.05
7.272222222,0.96,1021.74
7.1,0.94,1021.36
6.588888889,0.94,1021.25
4.761111111,1,1021.17
4.044444444,1,1021.05
4.044444444,1,1020.74
5.077777778,0.99,1021.13
7.827777778,0.96,1021.43
9.983333333,0.84,1021.35
12.05555556,0.75,1021.25
13.75555556,0.68,1021.04
14.88888889,0.63,1020.35
15.87777778,0.59,1019.8
15.93333333,0.63,1019.26
15.83888889,0.63,1019.05
14.62777778,0.69,1018.9
13.68333333,0.78,1018.65
12.10555556,0.81,1018.75
10.12222222,0.88,1018.98
9.05,0.93,1018.82
8.011111111,0.89,1018.82
8.305555556,0.96,1018.86
8.933333333,0.96,1018.81
9.444444444,0.96,1018.51
9.583333333,0.96,1018.39
9.927777778,0.96,1018
9.927777778,0.96,1017.52
10.42222222,0.94,1017.35
9.927777778,1,1017.01
9.927777778,1,1016.52
9.938888889,1,1016.47
10.97222222,0.93,1016.43
11.01666667,0.93,1016.41
11,0.93,1016.28
11.06111111,0.93,1015.72
11.10555556,0.93,1015.11
12,0.93,1014.48
11.08333333,0.99,1013.71
11.08333333,0.93,1013.2
11.94444444,0.87,1012.48
11.03888889,0.93,1012.81
11.03888889,0.93,1012.63
11,0.92,1012.31
10.97222222,0.86,1012.22
9.844444444,0.96,1012.33
9.8,0.93,1012.4
9.755555556,0.89,1012.33
9.105555556,0.9,1012.41
9.038888889,0.9,1012.37
7,0.94,1011.73
6.444444444,0.94,1011.81
4.716666667,0.99,1012.02
3.855555556,1,1012.03
3.877777778,1,1012.1
5.177777778,0.94,1012.38
7.116666667,1,1012.32
10.93333333,0.81,1012.42
12.23333333,0.79,1012.35
13.83888889,0.72,1012.18
15.95,0.59,1011.49
16.01666667,0.55,1010.78
16.08333333,0.56,1010.18
15.99444444,0.58,1009.58
13.88888889,0.57,1009.5
12.82222222,0.72,1008.77
12.26666667,0.74,1008.82
12.22222222,0.74,1008.04
11.13333333,0.8,1007.27
11.11111111,0.77,1006.56
10.55555556,0.77,1005.67
9.516666667,0.8,1004.84
9.488888889,0.83,1004.03
8.933333333,0.87,1002.8
8.961111111,0.86,1001.33
9.466666667,0.86,1000.11
10.89444444,0.79,998.94
12.06111111,0.73,997.33
12.61666667,0.7,996.31
12.73333333,0.69,995.58
12.22777778,0.8,994.91
12.2,0.86,994.41
12.78888889,0.78,993.93
14.88333333,0.72,992.74
17.17222222,0.63,991.74
17.23333333,0.63,991.5
17.26666667,0.67,991.31
17.77777778,0.65,990.53
16.18333333,0.8,990.64
14.05,0.99,990.79
14.02777778,0.93,991.83
13.06666667,0.99,992.21
12.89444444,0.96,991.33
13.33333333,0.96,991.71
12.79444444,0.99,991.42
12.87777778,0.96,991.38
13.31111111,0.96,992.99
8.855555556,0.96,993.96
6.477777778,0.96,994.99
5.416666667,0.93,995.18
4.394444444,0.9,996.33
3.794444444,0.89,997.24
2.777777778,0.95,997.96
2.872222222,0.95,998.62
2.733333333,0.96,1000.81
2.688888889,0.96,1002.25
2.772222222,0.95,1003.12
3.794444444,0.89,1004.07
3.866666667,0.89,1004.94
3.905555556,0.89,1005.41
3.888888889,0.89,1005.86
3.888888889,0.92,1006.41
3.872222222,0.93,1006.69
3.844444444,1,1007.03
3.866666667,1,1007.76
3.855555556,0.93,1008.43
3.844444444,0.92,1008.37
3.866666667,0.9,1009.42
3.344444444,0.91,1008.52
2.8,0.92,1008.96
2.777777778,0.89,1009.05
2.755555556,0.91,1008.82
2.755555556,0.93,1008.59
2.755555556,0.92,1008.86
2.322222222,0.96,1008.6
2.15,0.96,1008.74
2.061111111,0.93,1008.68
2.066666667,1,1008.67
2.105555556,0.93,1009.62
2.127777778,0.93,1010.14
2.661111111,0.96,1010.3
2.733333333,0.96,1010.26
2.755555556,0.96,1010.22
2.877777778,0.95,1009.95
3.816666667,0.89,1009.83
3.866666667,0.89,1010.11
3.788888889,0.9,1010.1
3.816666667,0.89,1010.14
2.777777778,0.96,1010.72
2.855555556,0.98,1010.97
2.777777778,0.99,1010.95
3.266666667,0.96,1011.07
3.227777778,0.93,1011.57
3.244444444,0.89,1011.52
15.46666667,1,1016.16
14.95555556,1,1016.53
14.37222222,0.97,1017.04
14.35555556,0.96,1016.91
13.77777778,0.96,1017.01
13.32777778,0.96,1017.27
12.66666667,1,1017.23
12.64444444,0.96,1017.23
13.75555556,0.91,1017.7
15.97222222,0.79,1018.11
17.2,0.72,1018.49
18.76666667,0.67,1018.8
19.92777778,0.63,1018.78
21.06111111,0.53,1018.4
21.1,0.57,1017.97
21.15555556,0.56,1017.6
20.07222222,0.56,1017.22
20.16666667,0.54,1017.19
17.84444444,0.69,1017.21
15.99444444,0.78,1017.42
14.06111111,0.83,1017.94
13.75,0.9,1018.22
13.17777778,0.9,1018.42
12.08888889,0.94,1018.52
2.711111111,0.95,1011.15
2.683333333,0.92,1011.52
2.666666667,0.92,1011.65
1.6,0.92,1011.46
1.572222222,0.89,1011.35
0,0.92,1011.43
-0.072222222,0.92,1011.52
0.022222222,0.92,1012.05
1.088888889,0.85,1012.62
2.777777778,0.82,1012.91
3.955555556,0.75,1012.83
5.022222222,0.65,1012.69
6.088888889,0.69,1012.49
6.938888889,0.65,1012.7
6.183333333,0.64,1012.47
6.155555556,0.64,1012.65
5.205555556,0.68,1012.89
2.85,0.81,1013.26
2.2,0.85,1013.65
2.3,0.85,1014.17
1.183333333,0.85,1014.35
0.65,0.89,1014.65
0.827777778,0.88,1014.74
1.138888889,0.89,1014.75
0.555555556,0.89,1014.95
0.466666667,0.9,1015.02
0.488888889,0.89,1014.86
-0.05,0.9,1014.65
-0.122222222,0.91,1014.75
-0.094444444,0.86,1014.66
-0.072222222,0.86,1014.96
-0.183333333,0.93,1015.52
2.105555556,0.8,1015.86
2.8,0.89,1015.96
5.005555556,0.81,1015.74
7.266666667,0.78,1015.55
7.866666667,0.75,1015.25
8.938888889,0.69,1014.76
8.977777778,0.7,1014.46
8.955555556,0.66,1014.37
7.938888889,0.74,1013.97
6.038888889,0.79,1013.87
5.95,0.8,1013.6
4.95,0.86,1013.35
4.811111111,0.87,1013.39
4.327777778,0.86,1012.99
5.116666667,0.74,1012.02
4.833333333,0.77,1010.99
11.51111111,0.96,1018.53
10.93333333,0.96,1018.82
10.63333333,0.99,1018.85
9.333333333,1,1018.52
9.283333333,0.96,1018.24
8.9,1,1018.23
7.222222222,1,1018.23
8.733333333,1,1018.33
11.75,0.94,1018.39
14.82222222,0.84,1018.42
17.66111111,0.71,1018.41
19.75555556,0.59,1018.35
21.03888889,0.57,1018.02
22.15,0.49,1017.51
22.72777778,0.43,1016.67
22.77777778,0.44,1015.89
22.77777778,0.38,1015.21
22.77777778,0.38,1014.95
17.88888889,0.65,1014.6
15.07222222,0.78,1014.88
14.11111111,0.87,1014.95
13.77222222,0.9,1015.2
12.71111111,0.93,1015.41
12.28333333,0.93,1015.49
11.73888889,0.93,1015.62
12.73333333,0.87,1016.31
12.96111111,0.86,1016.76
12.76111111,0.9,1016.84
12.80555556,0.93,1017.17
13.91666667,0.8,1017.75
12.77777778,0.82,1018.38
12.70555556,0.77,1019.17
12.8,0.72,1019.91
14.93333333,0.6,1020.46
17.06111111,0.42,1021.16
17.65,0.4,1021.65
18.79444444,0.34,1021.75
19.86111111,0.32,1021.65
20.07222222,0.27,1021.37
21.01666667,0.26,1020.94
20.99444444,0.25,1020.82
20.08333333,0.31,1020.78
17.72777778,0.41,1021
13.88888889,0.64,1021.1
12.86666667,0.7,1021.25
12.15555556,0.73,1021.01
12.61666667,0.67,1020.92
11.36111111,0.74,1021.41
9.961111111,0.83,1021.4
9.355555556,0.81,1021.09
8.633333333,0.88,1021.15
8.8,0.78,1021.1
7.222222222,0.87,1020.98
7.316666667,0.87,1020.83
7.711111111,0.78,1021
7.2,0.8,1021.09
10.62777778,0.79,1021.17
13.82222222,0.65,1020.9
17.2,0.52,1020.7
19.91666667,0.44,1020.5
22.71111111,0.37,1020.1
23.83888889,0.38,1019.5
24.92222222,0.38,1018.75
25.97222222,0.34,1018.1
25.97222222,0.34,1017.31
23.96111111,0.43,1016.84
21.08333333,0.53,1016.42
17.22222222,0.72,1016.7
16.01111111,0.77,1016.85
14.86111111,0.79,1016.73
14.36111111,0.81,1016.92
14.03888889,0.83,1016.89
13.22222222,0.81,1016.69
13.27222222,0.84,1016.39
13.07222222,0.83,1016.08
12.27222222,0.87,1015.59
11.73888889,0.9,1015.19
12.16666667,0.92,1015.22
13.66666667,0.91,1014.7
12.13888889,0.94,1014.31
14.79444444,0.87,1014.4
16.97222222,0.82,1013.94
17.61666667,0.79,1013.81
18.78888889,0.74,1013.6
18.81666667,0.73,1012.88
19.92777778,0.69,1012.12
20.17222222,0.67,1011.58
21.17777778,0.59,1010.77
22.75555556,0.57,1009.49
22.06111111,0.55,1009.06
18.90555556,0.69,1008.67
17.82222222,0.73,1008.48
17.43888889,0.78,1008.23
14.83888889,0.84,1009.82
12.12777778,0.86,1011.26
11.61666667,0.85,1012.81
10.97222222,0.77,1013.75
9.422222222,0.8,1015.05
9.422222222,0.77,1016.86
9.372222222,0.75,1017.96
9.327777778,0.75,1018.57
8.327777778,0.83,1019.32
7.222222222,0.86,1019.65
7.161111111,0.87,1020.03
7.788888889,0.89,1020.4
11.08888889,0.71,1020.63
12.73333333,0.68,1020.93
13.76666667,0.55,1020.79
13.93333333,0.58,1020.44
14.95,0.44,1020.34
14.92222222,0.46,1019.92
14.92777778,0.47,1019.35
14.90555556,0.5,1019.15
13.00555556,0.55,1019.13
12.21666667,0.56,1019.02
8.866666667,0.71,1019.43
7.8,0.75,1019.78
7.044444444,0.74,1019.73
6.05,0.82,1019.6
5.388888889,0.87,1019.42
5.377777778,0.86,1018.92
4.288888889,0.89,1018.81
3.905555556,0.92,1018.59
3.2,0.92,1017.92
3.222222222,0.92,1017.21
2.8,0.96,1016.88
2.688888889,1,1016.3
2.688888889,0.96,1015.89
4.894444444,0.93,1015.85
7.783333333,0.83,1015.67
12.2,0.65,1015.17
14.76666667,0.5,1014.97
15.02222222,0.47,1014.16
16.13333333,0.41,1013.07
17.1,0.36,1012.33
17.15,0.37,1011.68
17.17777778,0.37,1011.27
16.16111111,0.38,1010.88
13.93333333,0.45,1010.98
12.19444444,0.58,1010.91
11.2,0.64,1011.08
8.894444444,0.77,1011.32
9.75,0.73,1011.44
9.227777778,0.73,1011.59
23.55,0.38,1011.73
22.9,0.39,1011.89
21.44444444,0.42,1012.13
19.62777778,0.49,1012.77
16.66666667,0.59,1013.53
18.8,0.53,1013.58
18.67777778,0.5,1013.76
17.17777778,0.64,1014.52
20.53333333,0.51,1014.98
23.68888889,0.39,1014.84
25.88888889,0.37,1015.53
26.95,0.34,1015.88
28.57777778,0.34,1016.04
28.71111111,0.34,1016.05
29.72222222,0.31,1016.15
30.91111111,0.29,1015.75
30.93333333,0.29,1015.56
30.77777778,0.3,1015.42
29.77777778,0.32,1015.37
26.94444444,0.38,1015.57
23.02777778,0.48,1016.13
20.99444444,0.55,1017.06
19.42222222,0.62,1017.84
18.73888889,0.66,1018.44
20.62777778,0.48,1019.54
20.07222222,0.49,1019.64
17.45555556,0.59,1019.63
13.28888889,0.7,1019.86
12.24444444,0.73,1019.85
13.17777778,0.75,1019.77
12.2,0.75,1019.76
13.73333333,0.69,1020.24
18.32222222,0.57,1020.56
22.03888889,0.47,1020.62
23.81666667,0.38,1020.72
26.92222222,0.35,1020.53
27.77777778,0.33,1020.11
28.88333333,0.31,1019.51
30.76666667,0.25,1019.03
31.03888889,0.25,1018.51
31.03888889,0.23,1018.02
29.84444444,0.25,1018.03
28.81111111,0.27,1017.91
24.92222222,0.34,1017.8
22.59444444,0.39,1017.98
19.86111111,0.46,1018.42
17.75555556,0.53,1018.71
17.96111111,0.54,1019.01
16.55,0.57,1019.11
16.47777778,0.58,1019.02
15.24444444,0.61,1019.12
13.93333333,0.63,1019.19
13.81666667,0.68,1019.29
13.73333333,0.67,1019.03
17.38333333,0.54,1018.81
18.45,0.51,1019.12
19.92777778,0.5,1019.09
22.75555556,0.41,1018.99
25.02222222,0.36,1018.98
25.59444444,0.36,1018.74
27.28888889,0.34,1017.99
28.88333333,0.29,1017.59
29.87222222,0.27,1016.81
30.98888889,0.23,1015.99
29.99444444,0.25,1015.2
29.82222222,0.25,1014.76
28.78888889,0.27,1014.41
23.95,0.36,1014.39
20.66666667,0.44,1014.83
20.94444444,0.47,1015.09
20.41111111,0.46,1015.18
20.86666667,0.45,1015.22
20.38888889,0.45,1015.18
18.72222222,0.49,1015.06
17.66666667,0.51,1014.72
17.61111111,0.47,1014.1
16.96666667,0.49,1013.8
15.41111111,0.52,1013.8
14.75,0.56,1013.68
14.77777778,0.56,1013.59
17.51111111,0.48,1013.45
22.04444444,0.36,1013.08
23.8,0.34,1012.68
25.95,0.32,1012.15
27.75555556,0.27,1011.28
28.79444444,0.27,1010.48
28.82222222,0.26,1009.52
28.93333333,0.26,1008.57
28.90555556,0.26,1007.79
28.73888889,0.24,1007.65
27.24444444,0.26,1007.16
22.95555556,0.32,1007.23
21.33333333,0.35,1007.36
18.96111111,0.43,1007.06
19.35555556,0.43,1006.76
20.77222222,0.42,1006.3
20.36666667,0.44,1005.78
19.73888889,0.46,1005.18
18.64444444,0.48,1004.79
17.65555556,0.49,1004.13
18.05555556,0.46,1003.45
16.86111111,0.47,1003.23
15,0.53,1003.55
14.97777778,0.54,1003.88
17.31666667,0.52,1004.57
17.62222222,0.66,1004.87
19.56666667,0.62,1005.28
19.7,0.59,1005.14
19.51666667,0.62,1005.04
18.47777778,0.63,1005.63
19.7,0.59,1005.69
17.46111111,0.66,1005.44
16.87777778,0.69,1005.27
15.07222222,0.79,1006.1
13.75,0.84,1006.07
12.71111111,0.96,1007.46
12.8,0.91,1008.22
12.68888889,0.96,1008.86
13.22222222,0.91,1008.99
13.17222222,0.91,1008.8
13.22222222,0.91,1009.5
13.22222222,0.94,1010.23
13.18888889,0.94,1010.72
12.71111111,1,1009.91
13.22222222,0.96,1009.91
13.18888889,0.96,1010.24
12.76111111,1,1010.57
12.78333333,1,1010.78
13.75,0.94,1010.8
15.86111111,0.88,1011.2
16.92777778,0.77,1011.22
17.32777778,0.7,1011.54
18.61666667,0.67,1011.88
19.66111111,0.59,1011.6
20.69444444,0.59,1011.08
21.86111111,0.55,1010.38
22.32222222,0.53,1010.01
22.15555556,0.54,1009.39
21.76666667,0.52,1008.54
20.7,0.56,1009.11
18.53333333,0.75,1009.85
17.64444444,0.78,1010.08
17.57222222,0.82,1009.9
16.98888889,0.85,1010.04
17.06666667,0.84,1010.19
16.48333333,0.84,1010.37
16.41666667,0.83,1010.53
15.97222222,0.84,1010.26
15.41666667,0.87,1009.88
15.32222222,0.85,1010.05
14.88333333,0.84,1010.39
14.88333333,0.79,1011.19
14.79444444,0.79,1011.92
14.90555556,0.73,1012.05
16.08888889,0.67,1012.74
16.97777778,0.6,1013.21
18.79444444,0.53,1013.22
19.81111111,0.5,1012.97
21.62777778,0.41,1012.74
22.36111111,0.4,1012.44
20.90555556,0.48,1012.86
19.95,0.49,1013.62
18.86111111,0.57,1013.82
17.21111111,0.64,1014.34
16.05555556,0.68,1014.85
13.90555556,0.68,1015.38
13.88333333,0.72,1015.49
12.92777778,0.77,1016.27
11.61666667,0.81,1016.67
10.6,0.86,1017.05
9.872222222,0.88,1016.98
10.16111111,0.8,1017.25
9.633333333,0.86,1017.35
8.355555556,0.89,1017.62
9.033333333,0.93,1017.47
9.988888889,0.87,1017.78
14.61111111,0.7,1017.8
16.00555556,0.63,1017.8
18.73333333,0.49,1017.9
19.88888889,0.45,1017.93
22.12777778,0.38,1017.5
23.72222222,0.3,1017.08
23.72222222,0.3,1016.67
23.83888889,0.29,1016.37
23.83888889,0.29,1016.17
22.73333333,0.33,1015.99
22.15,0.35,1016.27
19.90555556,0.41,1016.46
17.36111111,0.49,1016.91
17.01111111,0.5,1017.07
16.93888889,0.52,1017.25
15.42777778,0.56,1017.53
14.23333333,0.59,1017.63
16.20555556,0.53,1017.45
16.26111111,0.54,1017.53
15.74444444,0.54,1017.45
15.78888889,0.6,1017.45
15.40555556,0.6,1017.33
15.76111111,0.6,1017.06
15.83333333,0.6,1017.25
15.91666667,0.6,1017.64
16.98888889,0.56,1018.03
17.63888889,0.57,1017.86
19.81111111,0.54,1018.15
20.96666667,0.49,1018.23
22.12777778,0.53,1017.84
22.36111111,0.48,1017.54
23.83888889,0.45,1017.09
22.8,0.48,1016.61
22.88888889,0.47,1016.53
22.65555556,0.49,1016.32
19.97222222,0.58,1016.33
18.15555556,0.64,1016.71
16.08333333,0.73,1017.21
15.97222222,0.76,1017.34
15.62777778,0.73,1017.53
